make_model,body_type,price,vat,km,registration,hp,previous_owners,make,model,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,displacement,weight,drive_chain,fuel,gears,country_version,cons_combined,cons_city,cons_country,air_cond,bluetooth,age,upholstery_type,co2_emission
Audi A3,Sedans,23800,VAT deductible,16567,05/2018,85.0,0,Audi,A3,Red,Metallic,5.0,5.0,Automatic,1598.0,1845.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,Air conditioning,On-board computer,1,Part/Full Leather,106.0
Audi A3,Sedans,23800,VAT deductible,13180,06/2018,110.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,1968.0,1415.0,front,Diesel,7.0,Italy,4.4,5.2,3.9,Air conditioning,Bluetooth,1,Part/Full Leather,114.0
Audi A3,Sedans,23800,VAT deductible,23382,04/2018,85.0,0,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,23800,VAT deductible,33781,02/2018,85.0,0,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,23800,VAT deductible,27800,01/2018,85.0,0,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Part/Full Leather,103.0
Audi A3,Sedans,23780,VAT deductible,4980,01/2018,85.0,1,Audi,A3,Silver,Metallic,4.0,5.0,Automatic,999.0,1255.0,front,Benzin,7.0,Germany,4.8,5.8,4.2,Air conditioning,On-board computer,1,Part/Full Leather,114.0
Audi A3,Sedans,23770,VAT deductible,15997,05/2018,110.0,1,Audi,A3,Black,Metallic,4.0,5.0,Automatic,1498.0,1315.0,front,Benzin,7.0,Czech Republic,4.8,6.0,4.1,Air conditioning,Bluetooth,1,Cloth,110.0
Audi A3,Station wagon,23800,VAT deductible,17823,07/2018,85.0,0,Audi,A3,Black,Metallic,5.0,5.0,Automatic,1600.0,1360.0,front,Diesel,7.0,Germany,4.0,4.3,3.9,Air conditioning,Bluetooth,1,Cloth,107.0
Audi A3,Sedans,23770,VAT deductible,20,01/2018,85.0,1,Audi,A3,White,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,105.0
Audi A3,Sedans,23750,VAT deductible,14800,12/2018,110.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1498.0,1315.0,front,Benzin,7.0,Germany,5.1,6.2,4.4,Air conditioning,Bluetooth,1,Cloth,116.0
Audi A3,Sedans,23700,VAT deductible,10,02/2019,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,Navigation system,Bluetooth,0,Cloth,117.0
Audi A3,Sedans,23630,VAT deductible,18018,06/2018,110.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,1968.0,1380.0,front,Diesel,7.0,Germany,4.4,5.2,3.9,Air conditioning,Bluetooth,1,Cloth,117.0
Audi A3,Sedans,23600,VAT deductible,8700,05/2018,110.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1968.0,1415.0,front,Diesel,7.0,Germany,4.4,5.2,3.9,Air conditioning,Bluetooth,1,Cloth,114.0
Audi A3,Sedans,23600,VAT deductible,7300,07/2018,110.0,1,Audi,A3,White,Metallic,4.0,5.0,Automatic,1498.0,1360.0,front,Benzin,7.0,Germany,5.2,6.4,4.5,Armrest,Bluetooth,1,Cloth,123.0
Audi A3,Sedans,23600,VAT deductible,8700,05/2018,110.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1968.0,1415.0,front,Diesel,7.0,Germany,4.4,5.2,3.9,Air conditioning,Bluetooth,1,Cloth,114.0
Audi A3,Sedans,23600,VAT deductible,22790,03/2018,85.0,0,Audi,A3,Black,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Hands-free equipment,1,Cloth,103.0
Audi A3,Compact,23600,VAT deductible,15040,03/2018,81.0,0,Audi,A3,White,Metallic,3.0,5.0,Automatic,1598.0,1330.0,front,Diesel,7.0,Germany,3.8,4.3,3.5,Air conditioning,Bluetooth,1,Cloth,99.0
Audi A3,Sedans,23600,VAT deductible,3000,12/2018,85.0,1,Audi,A3,White,Uni/basic,5.0,5.0,Automatic,999.0,1275.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,Air conditioning,Bluetooth,1,Cloth,117.0
Audi A3,Station wagon,23600,VAT deductible,10,12/2018,85.0,1,Audi,A3,Blue,Metallic,5.0,5.0,Automatic,1968.0,1390.0,front,Diesel,6.0,Italy,4.4,5.2,3.9,Air conditioning,Bluetooth,1,Cloth,117.0
Audi A3,Sedans,23600,VAT deductible,24652,02/2018,85.0,0,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,23530,VAT deductible,15692,02/2018,85.0,1,Audi,A3,Grey,Metallic,4.0,5.0,Automatic,999.0,1785.0,front,Benzin,7.0,Germany,4.7,5.6,4.2,Air conditioning,Sound system,1,Cloth,107.0
Audi A3,Sedans,23400,VAT deductible,10,02/2019,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,999.0,1275.0,front,Benzin,7.0,Italy,5.1,5.8,4.7,Air conditioning,Bluetooth,0,Cloth,117.0
Audi A3,Sedans,23550,VAT deductible,17736,02/2018,85.0,0,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1845.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,Air conditioning,On-board computer,1,Cloth,106.0
Audi A3,Sedans,19900,VAT deductible,29101,04/2018,85.0,1,Audi,A3,White,Metallic,5.0,5.0,Manual,1598.0,1360.0,front,Diesel,6.0,Germany,4.0,4.0,4.0,Air conditioning,Bluetooth,1,Cloth,106.0
Audi A3,Sedans,23400,VAT deductible,10,01/2019,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,999.0,1275.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,Cruise control,Bluetooth,0,Cloth,117.0
Audi A3,Sedans,23572,VAT deductible,1,03/2018,110.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,1498.0,1360.0,front,Benzin,6.0,European Union,5.5,6.9,4.7,Air conditioning,Bluetooth,1,Cloth,125.0
Audi A3,Sedans,23500,VAT deductible,26950,01/2018,85.0,0,Audi,A3,White,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,19900,VAT deductible,18000,05/2018,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Manual,1598.0,1260.0,front,Diesel,6.0,Germany,4.0,4.7,3.6,Air conditioning,Bluetooth,1,Part/Full Leather,107.0
Audi A3,Sedans,23400,VAT deductible,15,10/2018,85.0,1,Audi,A3,White,Uni/basic,5.0,5.0,Automatic,999.0,1275.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,Air conditioning,Bluetooth,1,Cloth,117.0
Audi A3,Station wagon,23360,VAT deductible,0,03/2018,85.0,1,Audi,A3,Black,Metallic,4.0,5.0,Automatic,999.0,1365.0,front,Benzin,7.0,Denmark,4.5,5.4,4.0,Air conditioning,Bluetooth,1,Cloth,104.0
Audi A3,Sedans,23400,VAT deductible,20000,05/2018,85.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Italy,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,23400,VAT deductible,24186,03/2018,85.0,1,Audi,A3,White,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.8,4.3,3.5,Air conditioning,Bluetooth,1,Cloth,99.0
Audi A3,Sedans,23389,VAT deductible,6530,03/2018,85.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.2,4.7,3.9,Air conditioning,Bluetooth,1,Part/Full Leather,111.0
Audi A3,Sedans,23300,VAT deductible,21500,02/2018,85.0,0,Audi,A3,White,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,23370,VAT deductible,6820,05/2018,85.0,1,Audi,A3,Grey,Metallic,4.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,4.7,5.6,4.2,Air conditioning,Bluetooth,1,Cloth,109.0
Audi A3,Sedans,23350,VAT deductible,3249,04/2018,85.0,1,Audi,A3,Grey,Metallic,4.0,4.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.2,4.7,3.9,Air conditioning,Bluetooth,1,Cloth,111.0
Audi A3,Sedans,23300,VAT deductible,6063,08/2018,85.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1285.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,23240,VAT deductible,4170,04/2018,85.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1335.0,front,Diesel,7.0,Germany,4.2,4.7,3.9,Air conditioning,Bluetooth,1,Part/Full Leather,111.0
Audi A3,Sedans,23300,VAT deductible,5000,08/2018,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,1598.0,1285.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Part/Full Leather,103.0
Audi A3,Station wagon,23290,VAT deductible,10,05/2018,110.0,1,Audi,A3,Silver,Metallic,4.0,5.0,Automatic,1498.0,1365.0,front,Benzin,7.0,Sweden,5.1,6.2,4.4,Air conditioning,Bluetooth,1,Cloth,116.0
Audi A3,Sedans,23300,VAT deductible,14216,09/2018,85.0,0,Audi,A3,White,Metallic,5.0,5.0,Automatic,1598.0,1845.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,Air conditioning,On-board computer,1,Part/Full Leather,106.0
Audi A3,Sedans,23200,VAT deductible,14231,07/2018,85.0,0,Audi,A3,Red,Metallic,5.0,5.0,Automatic,1598.0,1845.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,Air conditioning,On-board computer,1,Part/Full Leather,106.0
Audi A3,Sedans,23280,VAT deductible,26564,08/2018,110.0,1,Audi,A3,Blue,Metallic,5.0,5.0,Automatic,1968.0,1360.0,front,Diesel,7.0,Germany,4.3,5.1,3.8,Air conditioning,Bluetooth,1,Cloth,112.0
Audi A3,Station wagon,23250,VAT deductible,6720,03/2018,85.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1365.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,Air conditioning,Bluetooth,1,Part/Full Leather,106.0
Audi A3,Sedans,23500,VAT deductible,22000,01/2018,81.0,0,Audi,A3,Black,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Italy,3.8,4.3,3.5,Air conditioning,Bluetooth,1,Cloth,99.0
Audi A3,Sedans,23500,VAT deductible,300,12/2018,85.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Italy,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,23500,VAT deductible,4311,02/2019,85.0,1,Audi,A3,Silver,Metallic,5.0,5.0,Automatic,999.0,1760.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,Air conditioning,Bluetooth,0,Cloth,114.0
Audi A3,Sedans,23500,VAT deductible,300,01/2019,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,999.0,1275.0,front,Benzin,7.0,Italy,4.6,5.5,4.1,Air conditioning,Bluetooth,0,Cloth,106.0
Audi A3,Sedans,23500,VAT deductible,300,01/2019,85.0,1,Audi,A3,White,Metallic,5.0,5.0,Automatic,999.0,1275.0,front,Benzin,7.0,Italy,4.6,5.5,4.1,Air conditioning,Bluetooth,0,Cloth,106.0
Audi A3,Sedans,23500,VAT deductible,9000,01/2018,85.0,1,Audi,A3,Silver,Uni/basic,4.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,4.7,5.6,4.2,Air conditioning,Hands-free equipment,1,Part/Full Leather,107.0
Audi A3,Sedans,23500,VAT deductible,9868,02/2018,85.0,1,Audi,A3,White,Uni/basic,5.0,5.0,Automatic,999.0,1275.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,Air conditioning,Bluetooth,1,Part/Full Leather,117.0
Audi A3,Sedans,23500,VAT deductible,2417,02/2019,85.0,1,Audi,A3,Silver,Metallic,5.0,5.0,Automatic,999.0,1760.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,Air conditioning,Bluetooth,0,Part/Full Leather,114.0
Audi A3,Sedans,23500,VAT deductible,3811,02/2019,85.0,1,Audi,A3,Silver,Metallic,5.0,5.0,Automatic,999.0,1760.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,Air conditioning,Bluetooth,0,Part/Full Leather,114.0
Audi A3,Sedans,23500,VAT deductible,13839,05/2018,85.0,0,Audi,A3,White,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,23500,VAT deductible,1,02/2019,85.0,1,Audi,A3,Silver,Metallic,5.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,Air conditioning,Radio,0,Cloth,117.0
Audi A3,Sedans,23500,VAT deductible,10,02/2019,85.0,1,Audi,A3,White,Metallic,5.0,5.0,Automatic,999.0,1200.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,Air conditioning,Bluetooth,0,Cloth,117.0
Audi A3,Sedans,23500,VAT deductible,10,03/2019,85.0,1,Audi,A3,Silver,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Italy,3.9,4.1,3.7,Air conditioning,Bluetooth,0,Cloth,103.0
Audi A3,Compact,23500,VAT deductible,10205,04/2018,85.0,0,Audi,A3,White,Metallic,5.0,5.0,Automatic,1598.0,1285.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,Armrest,Bluetooth,1,Cloth,106.0
Audi A3,Sedans,23500,VAT deductible,1,12/2018,85.0,1,Audi,A3,Silver,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Italy,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,23500,VAT deductible,15200,05/2018,85.0,0,Audi,A3,White,Metallic,4.0,5.0,Automatic,1598.0,1295.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,102.0
Audi A3,Sedans,23200,VAT deductible,7860,04/2018,85.0,1,Audi,A3,Blue,Metallic,5.0,5.0,Automatic,1598.0,1845.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,Air conditioning,On-board computer,1,Cloth,106.0
Audi A3,Sedans,23500,VAT deductible,10,02/2019,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,999.0,1200.0,front,Benzin,7.0,Germany,4.6,5.5,4.1,Air conditioning,Bluetooth,0,Cloth,106.0
Audi A3,Sedans,23500,VAT deductible,15378,06/2018,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.2,3.7,Air conditioning,Radio,1,Cloth,103.0
Audi A3,Sedans,23200,VAT deductible,7860,05/2018,85.0,1,Audi,A3,Blue,Metallic,5.0,5.0,Automatic,1598.0,1845.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,Air conditioning,On-board computer,1,Cloth,106.0
Audi A3,Sedans,23500,VAT deductible,10,02/2019,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,999.0,1200.0,front,Benzin,7.0,Germany,4.6,5.5,4.1,Air conditioning,Bluetooth,0,Cloth,106.0
Audi A3,Sedans,23500,VAT deductible,27815,03/2018,81.0,0,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.0,43.0,35.0,Multi-function steering wheel,Bluetooth,1,Cloth,990.0
Audi A3,Sedans,23500,VAT deductible,7778,01/2018,85.0,1,Audi,A3,Silver,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.0,4.0,4.0,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,23500,VAT deductible,27815,03/2018,81.0,0,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1285.0,front,Diesel,7.0,Germany,4.0,43.0,35.0,Air conditioning,Bluetooth,1,Cloth,99.0
Audi A3,Sedans,23499,VAT deductible,14900,04/2018,85.0,1,Audi,A3,Silver,Metallic,4.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,4.6,5.5,4.1,Air conditioning,Bluetooth,1,Cloth,106.0
Audi A3,Sedans,23490,VAT deductible,5000,12/2018,85.0,1,Audi,A3,Blue,Metallic,4.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,Air conditioning,Bluetooth,1,Cloth,117.0
Audi A3,Sedans,23490,VAT deductible,7487,03/2018,110.0,1,Audi,A3,White,Metallic,5.0,5.0,Automatic,1395.0,1305.0,front,Benzin,7.0,Germany,5.0,6.1,4.4,Armrest,Bluetooth,1,Cloth,119.0
Audi A3,Sedans,23490,VAT deductible,21514,07/2018,85.0,1,Audi,A3,Blue,Metallic,5.0,5.0,Automatic,1598.0,1285.0,front,Diesel,7.0,Spain,4.0,4.3,3.9,Air conditioning,Bluetooth,1,Part/Full Leather,107.0
Audi A3,Sedans,23480,VAT deductible,2267,02/2018,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,999.0,1255.0,front,Benzin,7.0,Germany,4.8,5.8,4.2,Air conditioning,On-board computer,1,Cloth,114.0
Audi A3,Sedans,23490,VAT deductible,5156,01/2018,85.0,1,Audi,A3,Silver,Metallic,5.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,5.2,5.9,4.8,Air conditioning,Bluetooth,1,Cloth,119.0
Audi A3,Sedans,23480,VAT deductible,5778,04/2018,85.0,1,Audi,A3,Blue,Metallic,5.0,5.0,Automatic,1598.0,1485.0,front,Diesel,7.0,Germany,4.2,4.7,3.9,Air conditioning,Bluetooth,1,Cloth,111.0
Audi A3,Sedans,23480,VAT deductible,24887,02/2018,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,104.0
Audi A3,Sedans,23470,VAT deductible,5939,06/2018,85.0,1,Audi,A3,Grey,Metallic,4.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.1,4.7,3.8,Air conditioning,Bluetooth,1,Cloth,109.0
Audi A3,Sedans,23450,VAT deductible,10837,05/2018,110.0,1,Audi,A3,Grey,Metallic,4.0,5.0,Automatic,1968.0,1360.0,front,Diesel,7.0,Germany,4.2,5.0,3.7,Air conditioning,Bluetooth,1,Cloth,108.0
Audi A3,Sedans,23444,VAT deductible,100,11/2018,85.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1200.0,front,Diesel,7.0,Germany,3.9,4.2,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,23440,VAT deductible,19440,07/2018,85.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.1,4.6,3.8,Air conditioning,Bluetooth,1,Cloth,108.0
Audi A3,Sedans,23440,VAT deductible,19440,07/2018,85.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.1,4.6,3.8,Air conditioning,Bluetooth,1,Cloth,108.0
Audi A3,Sedans,23440,VAT deductible,5740,04/2018,85.0,1,Audi,A3,Blue,Metallic,5.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,4.7,5.6,4.2,Air conditioning,Bluetooth,1,Cloth,107.0
Audi A3,Sedans,23430,VAT deductible,5324,07/2018,85.0,1,Audi,A3,Silver,Metallic,4.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.1,4.7,3.8,Air conditioning,Bluetooth,1,Part/Full Leather,109.0
Audi A3,Sedans,23430,VAT deductible,5025,04/2018,85.0,1,Audi,A3,Yellow,Metallic,4.0,5.0,Automatic,1598.0,1345.0,front,Diesel,7.0,Germany,4.1,4.7,3.8,Air conditioning,CD player,1,Part/Full Leather,109.0
Audi A3,Sedans,23420,VAT deductible,1031,11/2018,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.2,4.7,3.9,Air conditioning,Bluetooth,1,Cloth,111.0
Audi A3,Station wagon,23400,VAT deductible,10800,04/2018,85.0,1,Audi,A3,White,Metallic,5.0,5.0,Automatic,1598.0,1365.0,front,Diesel,7.0,Italy,4.0,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,1,Part/Full Leather,107.0
Audi A3,Sedans,22950,VAT deductible,19200,06/2018,85.0,0,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,999.0,1790.0,front,Benzin,7.0,Germany,5.1,5.55,3.9333333333333336,Air conditioning,Bluetooth,1,Cloth,117.0
Audi A3,Sedans,22940,VAT deductible,17900,07/2018,85.0,0,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,106.0
Audi A3,Sedans,22930,VAT deductible,7098,08/2018,85.0,1,Audi,A3,Blue,Metallic,5.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,4.6,5.5,4.1,Air conditioning,Bluetooth,1,Cloth,106.0
Audi A3,Station wagon,22900,VAT deductible,24000,05/2018,85.0,1,Audi,A3,Black,Metallic,4.0,5.0,Automatic,999.0,1365.0,front,Benzin,7.0,Germany,4.5,5.4,4.0,Air conditioning,Hands-free equipment,1,Cloth,104.0
Audi A3,Sedans,22960,VAT deductible,10,03/2018,110.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,1498.0,1360.0,front,Benzin,7.0,European Union,5.2,6.4,4.4,Air conditioning,Bluetooth,1,Cloth,117.0
Audi A3,Sedans,22900,VAT deductible,18000,03/2018,85.0,0,Audi,A3,White,Uni/basic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Cruise control,Bluetooth,1,Part/Full Leather,103.0
Audi A3,Sedans,22900,VAT deductible,20500,04/2018,85.0,0,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1845.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,Air conditioning,On-board computer,1,Part/Full Leather,106.0
Audi A3,Sedans,22900,VAT deductible,20500,05/2018,85.0,0,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1845.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,Air conditioning,On-board computer,1,Part/Full Leather,106.0
Audi A3,Sedans,22900,VAT deductible,1,01/2019,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Italy,5.1,5.8,4.7,Air conditioning,Radio,0,Cloth,117.0
Audi A3,Sedans,22900,VAT deductible,12900,03/2018,85.0,0,Audi,A3,Grey,Metallic,4.0,5.0,Automatic,1598.0,1840.0,front,Diesel,7.0,Germany,4.0,4.5,3.7,Air conditioning,On-board computer,1,Cloth,105.0
Audi A3,Sedans,22900,VAT deductible,1,01/2019,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Italy,5.1,5.8,4.7,Air conditioning,Radio,0,Cloth,117.0
Audi A3,Sedans,22900,VAT deductible,21837,01/2018,85.0,0,Audi,A3,Grey,Metallic,4.0,5.0,Automatic,1598.0,1290.0,front,Diesel,7.0,Germany,4.0,4.5,3.7,Armrest,Bluetooth,1,Cloth,105.0
Audi A3,Sedans,22900,VAT deductible,28500,02/2018,85.0,0,Audi,A3,Black,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,22900,VAT deductible,27900,01/2018,85.0,1,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Italy,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Part/Full Leather,103.0
Audi A3,Sedans,22900,VAT deductible,14900,04/2018,85.0,1,Audi,A3,White,Metallic,5.0,5.0,Automatic,1598.0,1845.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Part/Full Leather,103.0
Audi A3,Sedans,22900,VAT deductible,1,02/2019,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Italy,5.1,5.8,4.7,Air conditioning,Radio,0,Cloth,117.0
Audi A3,Sedans,22900,VAT deductible,14391,05/2018,85.0,0,Audi,A3,Red,Metallic,5.0,5.0,Automatic,1598.0,1845.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,Air conditioning,On-board computer,1,Cloth,106.0
Audi A3,Sedans,22900,VAT deductible,1,02/2019,85.0,1,Audi,A3,Silver,Metallic,5.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Italy,5.1,5.8,4.7,Air conditioning,Radio,0,Cloth,117.0
Audi A3,Sedans,22900,VAT deductible,1,02/2019,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Italy,5.1,5.8,4.7,Air conditioning,Radio,0,Cloth,117.0
Audi A3,Sedans,22900,VAT deductible,8800,11/2018,85.0,1,Audi,A3,Silver,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,22900,VAT deductible,7970,07/2018,85.0,1,Audi,A3,Grey,Metallic,4.0,5.0,Automatic,1598.0,1840.0,front,Diesel,7.0,Germany,4.0,4.5,3.7,Air conditioning,On-board computer,1,Cloth,105.0
Audi A3,Sedans,22900,VAT deductible,11975,01/2018,85.0,0,Audi,A3,Grey,Metallic,4.0,5.0,Automatic,1598.0,1290.0,front,Diesel,7.0,Germany,4.0,4.5,3.7,Air conditioning,Bluetooth,1,Cloth,105.0
Audi A3,Sedans,22900,VAT deductible,15414,01/2018,85.0,0,Audi,A3,Grey,Metallic,5.0,5.0,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,Air conditioning,Bluetooth,1,Cloth,103.0
Audi A3,Sedans,22900,VAT deductible,1,02/2019,85.0,1,Audi,A3,Black,Metallic,5.0,5.0,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,Air conditioning,Radio,0,Cloth,117.0
