make_model,body_type,price,vat,km,registration,hp,previous_owners,make,model,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,displacement,weight,drive_chain,fuel,gears,country_version,cons_combined,cons_city,cons_country,air_cond,bluetooth,age,upholstery_type,co2_emission
Opel Insignia,Station wagon,13990,VAT deductible,25259,05/2016,100.0,1,Opel,Insignia,Black,Metallic,4.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,CD player,3,Cloth,139.0
Opel Insignia,Station wagon,13990,VAT deductible,157900,02/2016,125.0,2,Opel,Insignia,Black,Metallic,4.0,5.0,Automatic,1956.0,1487.0,4WD,Diesel,6.0,Germany,6.2,8.5,4.9,Air conditioning,Bluetooth,3,Part/Full Leather,164.0
Opel Insignia,Station wagon,13990,VAT deductible,94119,05/2016,125.0,1,Opel,Insignia,Grey,Metallic,5.0,5.0,Automatic,1956.0,2320.0,front,Diesel,6.0,Germany,5.6,7.8,4.3,Air conditioning,Bluetooth,3,Cloth,149.0
Opel Insignia,Sedans,13990,VAT deductible,99000,06/2017,125.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1513.0,front,Diesel,6.0,Germany,5.0,8.0,4.0,Air conditioning,Bluetooth,2,Cloth,129.0
Opel Insignia,Sedans,13990,VAT deductible,59000,04/2016,125.0,2,Opel,Insignia,Grey,Metallic,4.0,5.0,Automatic,1956.0,1503.0,front,Diesel,6.0,Germany,5.4,5.094444444444445,3.7277777777777774,Air conditioning,Bluetooth,3,Cloth,143.0
Opel Insignia,Station wagon,13980,VAT deductible,137552,03/2016,125.0,1,Opel,Insignia,White,Metallic,4.0,5.0,Automatic,1956.0,1487.0,4WD,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,3,Part/Full Leather,139.0
Opel Insignia,Station wagon,15300,VAT deductible,80000,06/2016,125.0,1,Opel,Insignia,White,Metallic,5.0,5.0,Automatic,1956.0,1658.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Part/Full Leather,149.0
Opel Insignia,Station wagon,15250,VAT deductible,130251,03/2016,125.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Part/Full Leather,149.0
Opel Insignia,Station wagon,13980,VAT deductible,119726,02/2017,125.0,1,Opel,Insignia,Black,Metallic,4.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,2,Part/Full Leather,139.0
Opel Insignia,Station wagon,13980,VAT deductible,130805,04/2016,125.0,1,Opel,Insignia,Black,Metallic,4.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,On-board computer,3,Part/Full Leather,139.0
Opel Insignia,Sedans,15220,VAT deductible,42800,02/2016,125.0,1,Opel,Insignia,Blue,Metallic,4.0,5.0,Automatic,1598.0,1503.0,front,Benzin,6.0,Germany,7.0,9.6,5.5,Air conditioning,Bluetooth,3,Part/Full Leather,164.0
Opel Insignia,Station wagon,15200,VAT deductible,88000,09/2016,125.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1956.0,1733.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Power windows,On-board computer,3,Part/Full Leather,149.0
Opel Insignia,Sedans,15000,Price negotiable,60000,05/2016,125.0,2,Opel,Insignia,Green,Metallic,5.0,5.0,Automatic,1956.0,1974.0,front,Diesel,6.0,Germany,5.4,7.6,4.1,Air conditioning,Bluetooth,3,Part/Full Leather,143.0
Opel Insignia,Station wagon,13980,VAT deductible,104424,03/2016,125.0,1,Opel,Insignia,White,Metallic,4.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,CD player,3,Part/Full Leather,139.0
Opel Insignia,Station wagon,14900,VAT deductible,79971,02/2017,100.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,2,Part/Full Leather,139.0
Opel Insignia,Station wagon,14900,VAT deductible,70000,02/2016,125.0,1,Opel,Insignia,White,Metallic,5.0,5.0,Automatic,1956.0,1843.0,4WD,Diesel,6.0,Italy,6.4,8.7,5.0,Air conditioning,Bluetooth,3,Part/Full Leather,169.0
Opel Insignia,Station wagon,14900,VAT deductible,91700,01/2016,125.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1956.0,1733.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Part/Full Leather,149.0
Opel Insignia,Station wagon,14900,VAT deductible,70968,04/2016,125.0,1,Opel,Insignia,White,Metallic,5.0,5.0,Automatic,1956.0,2450.0,4WD,Diesel,6.0,Italy,6.2,8.5,4.9,Air conditioning,Bluetooth,3,Part/Full Leather,161.0
Opel Insignia,Station wagon,14850,VAT deductible,82800,03/2016,100.0,1,Opel,Insignia,Black,Metallic,4.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,3,Cloth,139.0
Opel Insignia,Sedans,14800,VAT deductible,40231,03/2016,100.0,1,Opel,Insignia,Brown,Metallic,5.0,5.0,Automatic,1598.0,1503.0,front,Diesel,6.0,Germany,4.9,5.6374270508084345,4.100973465178125,Air conditioning,Bluetooth,3,Part/Full Leather,129.0
Opel Insignia,Sedans,14800,VAT deductible,40231,03/2016,100.0,1,Opel,Insignia,Brown,Metallic,5.0,5.0,Automatic,1598.0,1503.0,front,Diesel,6.0,Germany,4.9,5.6374270508084345,4.100973465178125,Air conditioning,Bluetooth,3,Part/Full Leather,129.0
Opel Insignia,Station wagon,14800,VAT deductible,82381,03/2017,100.0,1,Opel,Insignia,Grey,Metallic,5.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Belgium,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,2,Cloth,139.0
Opel Insignia,Station wagon,14590,VAT deductible,82529,03/2016,100.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1598.0,1613.0,front,Diesel,6.0,Belgium,5.2,6.8,4.3,Air conditioning,Bluetooth,3,Part/Full Leather,138.0
Opel Insignia,Station wagon,14700,VAT deductible,60100,04/2017,100.0,1,Opel,Insignia,Blue,Metallic,5.0,5.0,Automatic,1598.0,1701.0,front,Diesel,6.0,Germany,5.1,6.181889445696203,4.278231143709554,Air conditioning,CD player,2,Cloth,135.0
Opel Insignia,Station wagon,14580,VAT deductible,94220,03/2016,101.0,1,Opel,Insignia,Grey,Metallic,5.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,3,Cloth,139.0
Opel Insignia,Station wagon,14500,VAT deductible,88617,03/2016,125.0,1,Opel,Insignia,White,Metallic,5.0,5.0,Automatic,1956.0,2450.0,4WD,Diesel,6.0,Italy,6.2,8.5,4.9,Air conditioning,Bluetooth,3,Part/Full Leather,161.0
Opel Insignia,Station wagon,14499,VAT deductible,166500,02/2016,125.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1956.0,1929.0,front,Diesel,6.0,Germany,6.4,8.7,5.1,Air conditioning,Bluetooth,3,Part/Full Leather,169.0
Opel Insignia,Station wagon,14490,VAT deductible,85000,06/2016,125.0,2,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1743.0,front,Diesel,6.0,Germany,5.6,7.8,4.3,Air conditioning,Bluetooth,3,Cloth,145.0
Opel Insignia,Sedans,14490,VAT deductible,100000,03/2016,100.0,1,Opel,Insignia,Black,Metallic,4.0,5.0,Automatic,1598.0,1503.0,front,Diesel,6.0,Germany,4.9,6.4,4.0,Air conditioning,Bluetooth,3,Cloth,124.0
Opel Insignia,Station wagon,14480,VAT deductible,94900,01/2016,125.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Cloth,149.0
Opel Insignia,Station wagon,14480,VAT deductible,130774,03/2016,125.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1733.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Cloth,149.0
Opel Insignia,Station wagon,14480,VAT deductible,106499,04/2016,100.0,1,Opel,Insignia,White,Metallic,5.0,5.0,Automatic,1598.0,1701.0,front,Diesel,6.0,Germany,5.1,6.5,4.2,Air conditioning,Bluetooth,3,Part/Full Leather,134.0
Opel Insignia,Station wagon,14480,VAT deductible,129400,04/2017,125.0,1,Opel,Insignia,Black,Metallic,4.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,2,Cloth,139.0
Opel Insignia,Station wagon,14990,VAT deductible,64000,05/2016,100.0,1,Opel,Insignia,Black,Metallic,4.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,5.4,6.9,4.5,Air conditioning,Bluetooth,3,Cloth,142.0
Opel Insignia,Sedans,14990,VAT deductible,86071,03/2016,125.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1503.0,front,Diesel,6.0,Germany,4.3,5.5,3.6,Air conditioning,Bluetooth,3,Cloth,114.0
Opel Insignia,Station wagon,14990,VAT deductible,76800,03/2017,100.0,1,Opel,Insignia,Grey,Metallic,4.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,4.3,5.2,3.8,Air conditioning,Bluetooth,2,Part/Full Leather,114.0
Opel Insignia,Station wagon,14990,VAT deductible,74017,07/2016,125.0,2,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1743.0,front,Diesel,6.0,Germany,5.5,7.7,4.2,Air conditioning,Bluetooth,3,Cloth,145.0
Opel Insignia,Station wagon,14990,VAT deductible,68920,04/2017,100.0,1,Opel,Insignia,Silver,Metallic,4.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,4.3,5.2,3.8,Air conditioning,Bluetooth,2,Part/Full Leather,114.0
Opel Insignia,Station wagon,14990,VAT deductible,126377,05/2016,125.0,1,Opel,Insignia,Brown,Metallic,5.0,5.0,Automatic,1956.0,1733.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Part/Full Leather,149.0
Opel Insignia,Sedans,14980,VAT deductible,48700,06/2016,100.0,1,Opel,Insignia,Red,Metallic,4.0,5.0,Automatic,1598.0,1503.0,front,Diesel,6.0,Germany,4.9,5.6374270508084345,4.100973465178125,Air conditioning,Bluetooth,3,Cloth,129.0
Opel Insignia,Station wagon,14980,VAT deductible,78990,02/2017,100.0,1,Opel,Insignia,Blue,Metallic,5.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,4.9,6.3,4.0,Air conditioning,Bluetooth,2,Part/Full Leather,129.0
Opel Insignia,Sedans,14980,VAT deductible,55000,08/2016,100.0,2,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1600.0,1503.0,front,Diesel,6.0,Germany,4.9,5.395238095238095,3.9142857142857146,Air conditioning,Bluetooth,3,Cloth,129.0
Opel Insignia,Station wagon,13980,VAT deductible,134487,05/2016,125.0,1,Opel,Insignia,Blue,Metallic,5.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,CD player,3,Cloth,139.0
Opel Insignia,Station wagon,14980,VAT deductible,100000,02/2017,125.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.5,7.7,4.2,Air conditioning,Bluetooth,2,Cloth,146.0
Opel Insignia,Station wagon,13979,VAT deductible,120282,03/2016,125.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Cloth,149.0
Opel Insignia,Sedans,13950,VAT deductible,89000,05/2016,125.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,2300.0,front,Diesel,6.0,Germany,5.6,8.6,4.2,Air conditioning,On-board computer,3,Cloth,147.0
Opel Insignia,Station wagon,13950,VAT deductible,80000,07/2016,125.0,1,Opel,Insignia,White,Metallic,5.0,5.0,Automatic,1956.0,1733.0,front,Diesel,6.0,Italy,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Cloth,149.0
Opel Insignia,Station wagon,13900,VAT deductible,79928,02/2017,100.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,2,Cloth,139.0
Opel Insignia,Station wagon,13970,VAT deductible,81279,11/2016,100.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,On-board computer,3,Cloth,139.0
Opel Insignia,Station wagon,14480,VAT deductible,117059,04/2016,125.0,1,Opel,Insignia,White,Metallic,5.0,5.0,Automatic,1956.0,1733.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Cloth,149.0
Opel Insignia,Station wagon,13900,VAT deductible,63000,07/2016,125.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1843.0,front,Diesel,6.0,Germany,6.4,8.7,5.1,Power windows,On-board computer,3,Cloth,169.0
Opel Insignia,Station wagon,13900,VAT deductible,97000,12/2016,100.0,1,Opel,Insignia,Blue,Metallic,5.0,5.0,Automatic,1598.0,1701.0,front,Diesel,6.0,Germany,5.0,6.5,4.1,Air conditioning,Bluetooth,3,Cloth,132.0
Opel Insignia,Sedans,13890,VAT deductible,84900,03/2017,100.0,1,Opel,Insignia,Grey,Metallic,5.0,5.0,Automatic,1598.0,1503.0,front,Diesel,6.0,Germany,4.9,5.6374270508084345,4.100973465178125,Air conditioning,On-board computer,2,Cloth,129.0
Opel Insignia,Sedans,13900,VAT deductible,65000,03/2016,100.0,1,Opel,Insignia,Grey,Metallic,5.0,5.0,Automatic,1598.0,1613.0,front,Diesel,6.0,Italy,5.0,6.5,4.1,Air conditioning,Bluetooth,3,Part/Full Leather,132.0
Opel Insignia,Station wagon,13850,VAT deductible,133800,06/2016,125.0,1,Opel,Insignia,White,Metallic,4.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.5,7.7,4.2,Air conditioning,Bluetooth,3,Cloth,146.0
Opel Insignia,Sedans,13900,VAT deductible,109900,02/2017,100.0,1,Opel,Insignia,Grey,Metallic,5.0,5.0,Automatic,1598.0,2000.0,front,Diesel,6.0,Germany,5.1,5.6374270508084345,4.100973465178125,Air conditioning,On-board computer,2,Part/Full Leather,134.0
Opel Insignia,Station wagon,13899,VAT deductible,85000,05/2016,100.0,2,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1598.0,1664.0,front,Diesel,6.0,Germany,5.1,6.6,4.2,Air conditioning,Bluetooth,3,Cloth,130.0
Opel Insignia,Station wagon,13700,VAT deductible,90615,04/2016,100.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1598.0,1701.0,front,Diesel,6.0,Italy,5.0,6.5,4.1,Air conditioning,Bluetooth,3,Part/Full Leather,132.0
Opel Insignia,Station wagon,13500,VAT deductible,105000,10/2016,100.0,1,Opel,Insignia,Grey,Metallic,5.0,5.0,Automatic,1598.0,1623.0,front,Diesel,6.0,Spain,5.1,6.5,4.2,Air conditioning,On-board computer,3,Part/Full Leather,134.0
Opel Insignia,Station wagon,13690,VAT deductible,81298,01/2016,100.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1598.0,1522.0,front,Diesel,6.0,Germany,5.1,6.1,4.5,Air conditioning,Bluetooth,3,Cloth,134.0
Opel Insignia,Station wagon,13500,Price negotiable,96000,02/2016,125.0,1,Opel,Insignia,Grey,Metallic,5.0,5.0,Automatic,1956.0,1743.0,front,Diesel,6.0,Germany,5.6,7.8,4.3,Armrest,Bluetooth,3,Part/Full Leather,145.0
Opel Insignia,Station wagon,14980,VAT deductible,114100,03/2016,125.0,1,Opel,Insignia,Black,Metallic,4.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,3,Part/Full Leather,139.0
Opel Insignia,Station wagon,14980,VAT deductible,130635,03/2016,125.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1956.0,1733.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Part/Full Leather,149.0
Opel Insignia,Station wagon,14980,VAT deductible,90627,11/2016,125.0,1,Opel,Insignia,Blue,Metallic,4.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,On-board computer,3,Cloth,139.0
Opel Insignia,Station wagon,14979,VAT deductible,113607,03/2016,125.0,1,Opel,Insignia,Grey,Metallic,5.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.8,7.1,4.5,Air conditioning,Bluetooth,3,Part/Full Leather,146.0
Opel Insignia,Station wagon,14970,VAT deductible,98356,09/2016,100.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,On-board computer,3,Cloth,139.0
Opel Insignia,Station wagon,14970,VAT deductible,95000,05/2016,125.0,1,Opel,Insignia,Silver,Uni/basic,5.0,5.0,Automatic,1956.0,1733.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Cloth,149.0
Opel Insignia,Station wagon,14970,VAT deductible,117684,09/2016,125.0,1,Opel,Insignia,Blue,Metallic,5.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,On-board computer,3,Cloth,139.0
Opel Insignia,Station wagon,14950,VAT deductible,78900,03/2016,125.0,1,Opel,Insignia,White,Metallic,5.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Cloth,149.0
Opel Insignia,Station wagon,14950,VAT deductible,138000,05/2016,143.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1843.0,front,Diesel,6.0,Germany,6.4,8.6,5.1,Air conditioning,Bluetooth,3,Cloth,169.0
Opel Insignia,Station wagon,14950,VAT deductible,73600,02/2017,100.0,1,Opel,Insignia,Black,Metallic,4.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,5.1,7.3,4.7,Air conditioning,Bluetooth,2,Cloth,135.0
Opel Insignia,Sedans,14980,VAT deductible,88400,05/2016,125.0,1,Opel,Insignia,Black,Metallic,4.0,5.0,Automatic,1956.0,1503.0,front,Diesel,6.0,Germany,4.9,5.6374270508084345,4.100973465178125,Air conditioning,Bluetooth,3,Part/Full Leather,129.0
Opel Insignia,Station wagon,14900,VAT deductible,78423,02/2017,100.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,2,Cloth,139.0
Opel Insignia,Station wagon,14900,VAT deductible,72537,02/2017,100.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,2,Cloth,139.0
Opel Insignia,Station wagon,14950,VAT deductible,53581,05/2016,100.0,2,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1598.0,1701.0,front,Diesel,6.0,Germany,5.1,6.5,4.2,Air conditioning,Bluetooth,3,Part/Full Leather,134.0
Opel Insignia,Station wagon,14950,VAT deductible,96470,01/2016,125.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.5,7.7,4.2,Air conditioning,Bluetooth,3,Cloth,145.0
Opel Insignia,Station wagon,14950,VAT deductible,117500,06/2016,125.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.2,6.7,4.0,Air conditioning,Bluetooth,3,Cloth,139.0
Opel Insignia,Station wagon,14950,VAT deductible,55775,02/2016,100.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1598.0,1786.0,front,Diesel,6.0,Germany,5.1,6.5,4.2,Air conditioning,Bluetooth,3,Cloth,135.0
Opel Insignia,Sedans,14950,VAT deductible,31720,10/2016,100.0,2,Opel,Insignia,Green,Metallic,4.0,5.0,Automatic,1598.0,1503.0,front,Diesel,6.0,Germany,4.9,6.4,4.0,Air conditioning,Bluetooth,3,Cloth,129.0
Opel Insignia,Station wagon,14900,VAT deductible,112244,06/2016,100.0,1,Opel,Insignia,Blue,Metallic,5.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Italy,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,3,Cloth,139.0
Opel Insignia,Station wagon,13500,Price negotiable,110000,02/2016,125.0,2,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1743.0,front,Diesel,6.0,Germany,5.6,7.8,4.3,Air conditioning,Bluetooth,3,Part/Full Leather,145.0
Opel Insignia,Station wagon,14900,VAT deductible,77233,02/2017,100.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1598.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,2,Part/Full Leather,139.0
Opel Insignia,Station wagon,15990,VAT deductible,64000,10/2017,125.0,1,Opel,Insignia,Silver,Metallic,4.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.7,7.5,4.6,Air conditioning,Bluetooth,2,Cloth,150.0
Opel Insignia,Sedans,15980,VAT deductible,88346,02/2016,125.0,1,Opel,Insignia,White,Metallic,5.0,5.0,Automatic,1598.0,1503.0,front,Benzin,6.0,Germany,6.7,9.4,5.2,Air conditioning,Bluetooth,3,Cloth,159.0
Opel Insignia,Station wagon,15980,VAT deductible,86153,04/2016,125.0,1,Opel,Insignia,Green,Metallic,5.0,5.0,Automatic,1956.0,1733.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Cloth,149.0
Opel Insignia,Sedans,15980,VAT deductible,57500,01/2017,100.0,1,Opel,Insignia,Grey,Metallic,4.0,5.0,Automatic,1598.0,1503.0,front,Diesel,6.0,Germany,4.9,6.4,4.0,Air conditioning,Bluetooth,2,Cloth,129.0
Opel Insignia,Station wagon,15980,VAT deductible,45531,05/2016,100.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1598.0,1786.0,front,Diesel,6.0,Germany,5.1,6.5,4.2,Air conditioning,Bluetooth,3,Cloth,135.0
Opel Insignia,Station wagon,15980,VAT deductible,47050,01/2016,100.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1598.0,1701.0,front,Diesel,6.0,Germany,5.1,6.5,4.2,Air conditioning,On-board computer,3,Cloth,135.0
Opel Insignia,Station wagon,15979,VAT deductible,131187,01/2016,125.0,1,Opel,Insignia,Beige,Metallic,5.0,5.0,Automatic,1956.0,1487.0,4WD,Diesel,6.0,Germany,6.4,8.7,5.1,Air conditioning,Bluetooth,3,Cloth,169.0
Opel Insignia,Sedans,15950,VAT deductible,89000,05/2016,125.0,1,Opel,Insignia,Grey,Metallic,5.0,5.0,Automatic,1956.0,1503.0,front,Diesel,6.0,Germany,5.4,5.573333333333333,3.7199999999999998,Air conditioning,Bluetooth,3,Cloth,143.0
Opel Insignia,Station wagon,15950,VAT deductible,70550,03/2017,125.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.2,6.181889445696203,4.278231143709554,Air conditioning,Bluetooth,2,Cloth,139.0
Opel Insignia,Sedans,15970,VAT deductible,68420,04/2016,125.0,2,Opel,Insignia,Black,Metallic,4.0,5.0,Automatic,1956.0,1503.0,front,Diesel,6.0,Germany,5.8,6.6,5.1,Air conditioning,Bluetooth,3,Cloth,147.0
Opel Insignia,Station wagon,15950,Price negotiable,76000,06/2016,125.0,2,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1956.0,1743.0,front,Diesel,6.0,Germany,5.6,7.8,4.3,Air conditioning,Bluetooth,3,Cloth,145.0
Opel Insignia,Station wagon,15950,VAT deductible,108090,03/2016,100.0,1,Opel,Insignia,Silver,Metallic,5.0,5.0,Automatic,1598.0,1548.0,front,Diesel,6.0,Netherlands,5.0,6.7,4.0,Air conditioning,CD player,3,Cloth,139.0
Opel Insignia,Station wagon,15900,VAT deductible,93167,10/2016,125.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1733.0,front,Diesel,6.0,Italy,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Part/Full Leather,149.0
Opel Insignia,Station wagon,15900,VAT deductible,33900,03/2017,100.0,1,Opel,Insignia,Grey,Metallic,5.0,5.0,Automatic,1598.0,1701.0,front,Diesel,6.0,Germany,5.0,6.5,4.1,Power windows,On-board computer,2,Part/Full Leather,132.0
Opel Insignia,Station wagon,13480,VAT deductible,123301,03/2016,125.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1487.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Air conditioning,Bluetooth,3,Cloth,149.0
Opel Insignia,Station wagon,13480,VAT deductible,94500,12/2016,100.0,1,Opel,Insignia,Brown,Metallic,5.0,5.0,Automatic,1598.0,1658.0,front,Diesel,6.0,Germany,5.1,6.5,4.2,Air conditioning,CD player,3,Cloth,129.0
Opel Insignia,Station wagon,15950,Price negotiable,80052,04/2016,125.0,2,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1743.0,front,Diesel,6.0,Germany,5.6,7.8,4.3,Air conditioning,Bluetooth,3,Cloth,145.0
Opel Insignia,Station wagon,15900,Price negotiable,140000,04/2017,125.0,1,Opel,Insignia,White,Metallic,5.0,5.0,Automatic,1956.0,1733.0,front,Diesel,6.0,Germany,5.7,7.8,4.4,Power windows,On-board computer,2,Cloth,149.0
Opel Insignia,Sedans,13300,VAT deductible,103091,06/2017,125.0,1,Opel,Insignia,Black,Metallic,5.0,5.0,Automatic,1956.0,1513.0,front,Diesel,6.0,Germany,5.0,8.0,4.0,Air conditioning,Bluetooth,2,Cloth,129.0
Opel Insignia,Sedans,15900,VAT deductible,46000,10/2016,100.0,2,Opel,Insignia,White,Metallic,5.0,5.0,Automatic,1598.0,1613.0,front,Diesel,6.0,Germany,4.9,6.3,4.0,Air conditioning,Bluetooth,3,Cloth,129.0
Opel Insignia,Sedans,13150,VAT deductible,87000,01/2017,125.0,1,Opel,Insignia,Grey,Metallic,5.0,5.0,Automatic,1956.0,2300.0,front,Diesel,6.0,Germany,5.6,8.6,4.2,Air conditioning,On-board computer,2,Cloth,147.0
